,secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,root,suffix,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group,issuer,div_convention,exercise_style,am_set_flag,current_time
1550025,102480,2021-07-22,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,799.0,838.9,0,2,0.206706,0.424603,0.000133,5526.685,-593.7947,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.9041095890410958
1564225,102480,2021-07-23,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,893.0,922.7,0,2,0.209504,0.448922,0.000131,5634.635,-614.0549,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.9013698630136986
1580665,102480,2021-07-26,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,904.8,932.7,0,2,0.211181,0.451384,0.000131,5618.62,-623.4365,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8931506849315068
1596257,102480,2021-07-27,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,831.6,866.6,0,2,0.212325,0.429925,0.000131,5504.584,-618.157,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8904109589041096
1611131,102480,2021-07-28,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,847.0,877.5,0,2,0.2102,0.436391,0.000132,5533.438,-616.3522,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8876712328767123
1626007,102480,2021-07-29,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,849.0,885.8,0,2,0.209122,0.439375,0.000133,5542.435,-615.2139,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8849315068493151
1640437,102480,2021-07-30,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,819.4,845.5,0,2,0.210072,0.428059,0.000132,5476.053,-613.5021,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8821917808219178
1656319,102480,2021-08-02,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,814.2,842.3,0,2,0.209951,0.427889,0.000133,5451.603,-616.2653,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.873972602739726
1671653,102480,2021-08-03,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,843.2,874.4,0,2,0.208122,0.439518,0.000134,5504.711,-617.4017,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8712328767123287
1686265,102480,2021-08-04,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,856.2,888.3,0,2,0.209149,0.442874,0.000134,5510.718,-622.8569,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8684931506849315
1701451,102480,2021-08-05,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,887.1,917.2,0,2,0.20684,0.454654,0.000135,5557.963,-622.1829,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8657534246575342
1716141,102480,2021-08-06,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,841.6,870.5,0,2,0.204666,0.443403,0.000137,5503.787,-612.2408,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.863013698630137
1730898,102480,2021-08-09,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,853.8,883.0,0,2,0.205899,0.44696,0.000137,5492.872,-620.8797,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8547945205479452
1746890,102480,2021-08-10,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,827.3,851.3,0,2,0.207241,0.436931,0.000136,5436.13,-622.1099,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.852054794520548
1762164,102480,2021-08-11,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,818.8,838.3,0,2,0.207603,0.433562,0.000136,5411.108,-623.0131,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8493150684931506
1777438,102480,2021-08-12,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,853.7,867.4,0,2,0.208871,0.442534,0.000136,5442.967,-632.175,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8465753424657534
1792100,102480,2021-08-13,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,858.1,879.8,0,2,0.206866,0.447595,0.000137,5460.644,-629.2538,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8438356164383561
1808160,102480,2021-08-16,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,856.1,873.8,0,2,0.206778,0.447568,0.000138,5435.524,-632.27,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8356164383561644
1823408,102480,2021-08-17,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,792.5,815.8,0,2,0.206961,0.428627,0.000138,5338.861,-625.6739,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8328767123287671
1838504,102480,2021-08-18,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,748.7,784.2,0,2,0.211728,0.411912,0.000135,5234.623,-631.4982,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8301369863013699
1853604,102480,2021-08-19,NDX 220617C15700000,1,2022-06-17,2021-07-07,C,15700000,782.9,813.2,0,2,0.211938,0.422344,0.000135,5281.435,-639.8768,138101647,1,1,100,0,,,,,12490H10,NDX,9999.0,1,32768,,A,,NASDAQ 100 INDEX,I,E,,0.8273972602739726
