,secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,root,suffix,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group,issuer,div_convention,exercise_style,am_set_flag,current_time
3272650,109823,2021-06-25,SPXC 211015P80000,1,2021-10-15,,P,80000,18.3,22.5,0,0,0.412111,-0.867887,0.015587,7.158123,-4.73435,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.30684931506849317
3272786,109823,2021-06-28,SPXC 211015P80000,1,2021-10-15,,P,80000,18.5,22.8,0,0,0.300436,-0.95832,0.009392,2.893495,-1.395281,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.29863013698630136
3272922,109823,2021-06-29,SPXC 211015P80000,1,2021-10-15,,P,80000,19.3,21.5,0,0,,,,,,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2958904109589041
3273058,109823,2021-06-30,SPXC 211015P80000,1,2021-10-15,,P,80000,17.9,20.2,0,0,0.276653,-0.958732,0.009952,2.919128,-1.319452,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.29315068493150687
3273194,109823,2021-07-01,SPXC 211015P80000,1,2021-10-15,,P,80000,16.9,19.9,0,0,0.359557,-0.885468,0.016163,6.488249,-3.943037,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.29041095890410956
3273330,109823,2021-07-02,SPXC 211015P80000,1,2021-10-15,,P,80000,16.5,19.1,0,0,,,,,,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2876712328767123
3273466,109823,2021-07-06,SPXC 211015P80000,1,2021-10-15,,P,80000,16.7,21.0,0,0,0.27419,-0.963163,0.009411,2.593645,-1.230329,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.27671232876712326
3273602,109823,2021-07-07,SPXC 211015P80000,1,2021-10-15,,P,80000,17.0,19.7,0,0,0.375634,-0.879788,0.016431,6.532197,-4.411221,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.273972602739726
3273738,109823,2021-07-08,SPXC 211015P80000,1,2021-10-15,,P,80000,16.3,20.8,0,0,0.337132,-0.916581,0.01426,4.941289,-3.00726,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.27123287671232876
3273874,109823,2021-07-09,SPXC 211015P80000,1,2021-10-15,,P,80000,16.6,17.8,0,0,0.337267,-0.894963,0.01655,5.962729,-3.679915,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2684931506849315
3274010,109823,2021-07-12,SPXC 211015P80000,1,2021-10-15,,P,80000,14.2,17.4,0,0,,,,,,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2602739726027397
3274146,109823,2021-07-13,SPXC 211015P80000,1,2021-10-15,,P,80000,15.3,17.8,0,0,,,,,,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.25753424657534246
3274282,109823,2021-07-14,SPXC 211015P80000,1,2021-10-15,,P,80000,15.3,18.5,0,0,0.341988,-0.892967,0.016886,5.916884,-3.909571,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2547945205479452
3274418,109823,2021-07-15,SPXC 211015P80000,1,2021-10-15,,P,80000,16.1,17.7,0,0,0.291884,-0.93631,0.013615,3.958789,-2.240334,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.25205479452054796
3274580,109823,2021-07-16,SPXC 211015P80000,1,2021-10-15,,P,80000,15.2,19.1,0,0,0.254738,-0.966541,0.009592,2.337224,-1.14543,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2493150684931507
3274718,109823,2021-07-19,SPXC 211015P80000,1,2021-10-15,,P,80000,16.7,21.4,0,0,0.277333,-0.973443,0.007698,1.835713,-1.008872,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2410958904109589
3274856,109823,2021-07-20,SPXC 211015P80000,1,2021-10-15,,P,80000,14.0,16.7,0,0,,,,,,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.23835616438356164
3274994,109823,2021-07-21,SPXC 211015P80000,1,2021-10-15,,P,80000,13.5,16.1,0,0,,,,,,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2356164383561644
3275132,109823,2021-07-22,SPXC 211015P80000,1,2021-10-15,,P,80000,13.5,18.3,0,0,,,,,,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2328767123287671
3275270,109823,2021-07-23,SPXC 211015P80000,1,2021-10-15,,P,80000,13.6,18.0,0,0,0.315607,-0.910017,0.016728,5.028408,-3.385729,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.23013698630136986
3275408,109823,2021-07-26,SPXC 211015P80000,1,2021-10-15,,P,80000,14.4,15.5,0,0,,,,,,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2219178082191781
3275546,109823,2021-07-27,SPXC 211015P80000,1,2021-10-15,,P,80000,14.7,17.3,0,0,0.379632,-0.865305,0.018916,6.559938,-5.619393,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2191780821917808
3275684,109823,2021-07-28,SPXC 211015P80000,1,2021-10-15,,P,80000,13.9,16.7,0,0,0.203854,-0.986987,0.00611,1.00177,-0.433111,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.21643835616438356
3275822,109823,2021-07-29,SPXC 211015P80000,1,2021-10-15,,P,80000,11.5,16.3,0,0,0.27143,-0.923534,0.017421,4.406233,-2.736859,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2136986301369863
3275960,109823,2021-07-30,SPXC 211015P80000,1,2021-10-15,,P,80000,13.5,15.2,0,0,0.386779,-0.825749,0.021755,7.87121,-7.149506,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.21095890410958903
3276098,109823,2021-08-02,SPXC 211015P80000,1,2021-10-15,,P,80000,14.7,15.6,0,0,0.339468,-0.894616,0.018355,5.359918,-4.42388,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.20273972602739726
3276236,109823,2021-08-03,SPXC 211015P80000,1,2021-10-15,,P,80000,14.4,17.0,0,0,0.448605,-0.814847,0.020358,7.820585,-8.706663,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.2
3276374,109823,2021-08-04,SPXC 211015P80000,1,2021-10-15,,P,80000,14.9,17.3,0,0,0.348186,-0.909615,0.016484,4.649158,-4.042096,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.19726027397260273
3276512,109823,2021-08-05,SPXC 211015P80000,1,2021-10-15,,P,80000,15.2,16.4,0,0,0.403815,-0.86013,0.019285,6.361266,-6.546382,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.19452054794520549
3276650,109823,2021-08-06,SPXC 211015P80000,1,2021-10-15,,P,80000,14.8,16.3,0,0,0.372004,-0.883626,0.018559,5.574531,-5.337025,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.1917808219178082
3276788,109823,2021-08-09,SPXC 211015P80000,1,2021-10-15,,P,80000,15.0,18.1,0,0,,,,,,137341732,1,0,100,0,,,,,784730000000000.0,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.18356164383561643
3276926,109823,2021-08-10,SPXC 211015P80000,1,2021-10-15,,P,80000,15.1,17.9,0,0,0.394635,-0.893655,0.017154,4.991856,-5.387078,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.18082191780821918
3277064,109823,2021-08-11,SPXC 211015P80000,1,2021-10-15,,P,80000,14.1,15.8,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.1780821917808219
3277202,109823,2021-08-12,SPXC 211015P80000,1,2021-10-15,,P,80000,13.7,16.6,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.17534246575342466
3277340,109823,2021-08-13,SPXC 211015P80000,1,2021-10-15,,P,80000,13.5,17.3,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.1726027397260274
3277478,109823,2021-08-16,SPXC 211015P80000,1,2021-10-15,,P,80000,14.2,18.4,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.1643835616438356
3277616,109823,2021-08-17,SPXC 211015P80000,1,2021-10-15,,P,80000,16.2,19.3,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.16164383561643836
3277754,109823,2021-08-18,SPXC 211015P80000,1,2021-10-15,,P,80000,15.7,20.5,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.1589041095890411
3277892,109823,2021-08-19,SPXC 211015P80000,1,2021-10-15,,P,80000,17.0,20.6,0,0,0.417592,-0.935325,0.012536,3.061609,-4.041553,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.15616438356164383
3278030,109823,2021-08-20,SPXC 211015P80000,1,2021-10-15,,P,80000,16.7,19.5,0,0,0.454503,-0.905169,0.015261,4.121107,-6.045934,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.15342465753424658
3278144,109823,2021-08-23,SPXC 211015P80000,1,2021-10-15,,P,80000,15.2,20.0,0,0,0.333404,-0.970525,0.008614,1.595136,-1.781532,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.14520547945205478
3278258,109823,2021-08-24,SPXC 211015P80000,1,2021-10-15,,P,80000,15.3,18.6,0,0,0.373757,-0.94499,0.012573,2.657108,-3.425355,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.14246575342465753
3278372,109823,2021-08-25,SPXC 211015P80000,1,2021-10-15,,P,80000,15.8,18.4,0,0,0.477006,-0.886675,0.017016,4.560207,-7.715103,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.13972602739726028
3278486,109823,2021-08-26,SPXC 211015P80000,1,2021-10-15,,P,80000,16.6,19.2,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.136986301369863
3278600,109823,2021-08-27,SPXC 211015P80000,1,2021-10-15,,P,80000,14.2,18.4,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.13424657534246576
3278714,109823,2021-08-30,SPXC 211015P80000,1,2021-10-15,,P,80000,16.0,17.4,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.12602739726027398
3278828,109823,2021-08-31,SPXC 211015P80000,1,2021-10-15,,P,80000,15.2,19.4,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.1232876712328767
3278942,109823,2021-09-01,SPXC 211015P80000,1,2021-10-15,,P,80000,16.4,20.1,0,0,0.378129,-0.97141,0.00818,1.400022,-2.150941,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.12054794520547946
3279056,109823,2021-09-02,SPXC 211015P80000,1,2021-10-15,,P,80000,16.6,19.3,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.1178082191780822
3279170,109823,2021-09-03,SPXC 211015P80000,1,2021-10-15,,P,80000,17.3,20.6,0,0,0.465834,-0.94659,0.011296,2.260218,-4.515548,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.11506849315068493
3279284,109823,2021-09-07,SPXC 211015P80000,1,2021-10-15,,P,80000,18.9,20.7,0,0,0.473967,-0.961715,0.009073,1.620667,-3.640891,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.10410958904109589
3279398,109823,2021-09-08,SPXC 211015P80000,1,2021-10-15,,P,80000,18.0,20.8,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.10136986301369863
3279512,109823,2021-09-09,SPXC 211015P80000,1,2021-10-15,,P,80000,19.0,21.6,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.09863013698630137
3279626,109823,2021-09-10,SPXC 211015P80000,1,2021-10-15,,P,80000,19.5,23.3,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.0958904109589041
3279740,109823,2021-09-13,SPXC 211015P80000,1,2021-10-15,,P,80000,20.0,23.5,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.08767123287671233
3279854,109823,2021-09-14,SPXC 211015P80000,1,2021-10-15,,P,80000,20.5,23.8,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.08493150684931507
3279968,109823,2021-09-15,SPXC 211015P80000,1,2021-10-15,,P,80000,21.5,25.5,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.0821917808219178
3280082,109823,2021-09-16,SPXC 211015P80000,1,2021-10-15,,P,80000,22.8,27.3,0,0,0.732574,-0.955442,0.008288,1.461993,-6.693472,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.07945205479452055
3280220,109823,2021-09-17,SPXC 211015P80000,1,2021-10-15,,P,80000,23.5,27.5,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.07671232876712329
3280330,109823,2021-09-20,SPXC 211015P80000,1,2021-10-15,,P,80000,24.5,28.4,0,0,1.05732,-0.897713,0.011907,2.530666,-19.48934,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.0684931506849315
3280440,109823,2021-09-21,SPXC 211015P80000,1,2021-10-15,,P,80000,23.2,27.9,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.06575342465753424
3280550,109823,2021-09-22,SPXC 211015P80000,1,2021-10-15,,P,80000,22.7,27.0,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.06301369863013699
3280660,109823,2021-09-23,SPXC 211015P80000,1,2021-10-15,,P,80000,23.8,25.6,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.06027397260273973
3280770,109823,2021-09-24,SPXC 211015P80000,1,2021-10-15,,P,80000,22.9,26.8,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.057534246575342465
3280880,109823,2021-09-27,SPXC 211015P80000,1,2021-10-15,,P,80000,22.5,26.3,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.049315068493150684
3280990,109823,2021-09-28,SPXC 211015P80000,1,2021-10-15,,P,80000,24.2,28.4,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.04657534246575343
3281100,109823,2021-09-29,SPXC 211015P80000,1,2021-10-15,,P,80000,23.3,27.5,0,0,0.872819,-0.976839,0.005508,0.628414,-6.211424,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.043835616438356165
3281210,109823,2021-09-30,SPXC 211015P80000,1,2021-10-15,,P,80000,24.0,28.7,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.0410958904109589
3281359,109823,2021-10-01,SPXC 211015P80000,1,2021-10-15,,P,80000,22.3,26.5,0,0,1.20982,-0.916576,0.011561,1.68483,-26.53469,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.038356164383561646
3281469,109823,2021-10-04,SPXC 211015P80000,1,2021-10-15,,P,80000,21.2,25.7,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.030136986301369864
3281579,109823,2021-10-05,SPXC 211015P80000,1,2021-10-15,,P,80000,21.0,24.0,0,0,1.179628,-0.941883,0.010312,1.11176,-23.87728,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.0273972602739726
3281689,109823,2021-10-06,SPXC 211015P80000,1,2021-10-15,,P,80000,21.5,25.5,0,0,1.503573,-0.905681,0.012491,1.506731,-45.87848,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.024657534246575342
3281799,109823,2021-10-07,SPXC 211015P80000,1,2021-10-15,,P,80000,19.8,24.0,0,0,1.360006,-0.927601,0.011717,1.190299,-36.95996,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.021917808219178082
3281909,109823,2021-10-08,SPXC 211015P80000,1,2021-10-15,,P,80000,20.4,23.5,0,0,1.691928,-0.884996,0.014106,1.579504,-69.62891,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.019178082191780823
3282019,109823,2021-10-11,SPXC 211015P80000,1,2021-10-15,,P,80000,19.2,23.5,0,0,1.270489,-0.988251,0.003942,0.188604,-10.89255,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.010958904109589041
3282129,109823,2021-10-12,SPXC 211015P80000,1,2021-10-15,,P,80000,19.5,22.8,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.00821917808219178
3282239,109823,2021-10-13,SPXC 211015P80000,1,2021-10-15,,P,80000,19.7,24.5,0,0,2.445386,-0.953296,0.009294,0.419852,-93.71014,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.005479452054794521
3282373,109823,2021-10-14,SPXC 211015P80000,1,2021-10-15,,P,80000,19.1,22.2,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.0027397260273972603
3282507,109823,2021-10-15,SPXC 211015P80000,1,2021-10-15,,P,80000,18.1,22.5,0,0,,,,,,137341732,1,0,100,0,,,,,78473E10,SPXC,,0,1,,0,,SPX TECHNOLOGIES INC,,A,,0.0
